iter	Passed	Remaining
416	3378	12827
417	3385	12812
418	3398	12824
419	3406	12816
420	3414	12805
421	3421	12793
422	3428	12783
423	3440	12789
424	3447	12777
425	3456	12770
426	3464	12761
427	3471	12748
428	3477	12735
429	3484	12723
430	3490	12708
431	3501	12710
432	3508	12697
433	3515	12686
434	3523	12675
435	3528	12657
436	3536	12649
437	3542	12632
438	3547	12615
439	3554	12602
440	3560	12587
441	3567	12574
442	3574	12563
443	3585	12566
444	3592	12552
445	3597	12536
446	3604	12521
447	3609	12504
448	3624	12519
449	3630	12503
450	3640	12505
451	3653	12512
452	3659	12498
453	3666	12487
454	3675	12480
455	3682	12469
456	3690	12459
457	3699	12454
458	3705	12439
459	3711	12425
460	3717	12410
461	3724	12398
462	3732	12389
463	3741	12384
464	3748	12373
465	3760	12378
466	3767	12365
467	3775	12357
468	3782	12348
469	3796	12359
470	3802	12345
471	3810	12334
472	3820	12333
473	3836	12351
474	3846	12349
475	3855	12342
476	3861	12330
477	3868	12318
478	3886	12339
479	3898	12344
480	3904	12331
481	3911	12319
482	3918	12306
483	3924	12292
484	3942	12313
485	3949	12303
486	3955	12290
487	3962	12276
488	3970	12268
489	3976	12254
490	3986	12250
491	3995	12247
492	4003	12239
493	4011	12227
494	4017	12215
495	4023	12199
496	4035	12202
497	4044	12197
498	4049	12181
499	4056	12169
500	4061	12153
501	4069	12142
502	4077	12134
503	4093	12150
504	4101	12141
505	4107	12127
506	4112	12111
507	4137	12151
508	4163	12197
509	4170	12184
510	4260	12413
511	4268	12406
512	4291	12438
513	4297	12424
514	4302	12406
515	4308	12392
516	4314	12376
517	4321	12363
518	4343	12394
519	4350	12381
520	4356	12367
521	4363	12354
522	4369	12338
523	4378	12333
524	4390	12336
525	4401	12334
526	4409	12323
527	4415	12309
528	4423	12301
529	4438	12311
530	4446	12300
531	4452	12285
532	4458	12270
533	4464	12255
534	4471	12243
535	4487	12258
536	4494	12244
537	4500	12230
538	4507	12217
539	4513	12203
540	4520	12190
541	4534	12199
542	4542	12187
543	4547	12171
544	4554	12158
545	4559	12143
546	4565	12128
547	4581	12139
548	4586	12123
549	4595	12116
550	4602	12103
551	4609	12090
552	4615	12076
553	4621	12062
554	4628	12051
555	4640	12051
556	4647	12039
557	4653	12025
558	4660	12014
559	4667	12001
560	4679	12002
561	4685	11988
562	4693	11979
563	4700	11968
564	4705	11951
565	4711	11936
566	4716	11921
567	4722	11906
568	4728	11892
569	4734	11878
570	4741	11866
571	4747	11853
572	4754	11841
573	4761	11828
574	4767	11814
575	4772	11798
576	4777	11783
577	4783	11768
578	4789	11754
579	4795	11740
580	4801	11726
581	4807	11712
582	4812	11696
583	4819	11685
584	4825	11673
585	4832	11659
586	4837	11645
587	4848	11642
588	4853	11627
589	4871	11641
590	4878	11630
591	4884	11618
592	4891	11605
593	4897	11592
594	4902	11577
595	4909	11564
596	4917	11556
597	4923	11543
598	4928	11527
599	4935	11515
600	4943	11508
601	4952	11500
602	4958	11488
603	4965	11477
604	4971	11463
605	4977	11450
606	4983	11437
607	4989	11424
608	4998	11416
609	5004	11403
610	5010	11390
611	5017	11379
612	5024	11368
613	5031	11358
614	5037	11344
615	5043	11332
616	5050	11319
617	5057	11310
618	5064	11298
619	5070	11285
620	5076	11272
621	5082	11259
622	5088	11246
623	5094	11234
624	5100	11220
625	5110	11215
626	5117	11205
627	5125	11198
628	5134	11191
629	5142	11183
630	5148	11170
631	5155	11158
632	5161	11145
633	5167	11133
634	5173	11120
635	5180	11111
636	5186	11097
637	5192	11084
638	5198	11071
639	5204	11059
640	5211	11049
641	5224	11051
642	5231	11041
643	5245	11045
644	5253	11036
645	5260	11024
646	5266	11012
647	5273	11002
648	5279	10990
649	5286	10979
650	5292	10966
651	5298	10955
652	5310	10954
653	5318	10946
654	5324	10933
655	5332	10924
656	5338	10912
657	5346	10904
658	5352	10891
659	5359	10881
660	5369	10876
661	5375	10863
662	5381	10851
663	5387	10840
664	5393	10827
665	5399	10814
666	5407	10807
667	5414	10796
668	5420	10784
669	5427	10773
670	5432	10759
671	5438	10747
672	5445	10737
673	5451	10725
674	5457	10712
675	5463	10700
676	5469	10688
677	5475	10676
678	5483	10667
679	5488	10654
680	5494	10642
681	5502	10634
682	5508	10621
683	5514	10609
684	5519	10595
685	5525	10582
686	5532	10574
687	5539	10564
688	5545	10551
689	5550	10538
690	5556	10525
691	5562	10513
692	5569	10503
693	5574	10490
694	5580	10479
695	5587	10468
696	5594	10458
697	5602	10450
698	5609	10440
699	5615	10429
700	5621	10417
701	5628	10407
702	5633	10394
703	5639	10382
704	5646	10371
705	5651	10359
706	5658	10347
707	5663	10335
708	5669	10323
709	5676	10313
710	5683	10303
711	5689	10292
712	5696	10282
713	5702	10270
714	5707	10258
715	5717	10253
716	5724	10243
717	5730	10232
718	5736	10221
719	5743	10211
720	5750	10201
721	5756	10189
722	5761	10176
723	5767	10165
724	5774	10155
725	5780	10143
726	5785	10130
727	5791	10119
728	5798	10108
729	5805	10099
730	5815	10095
731	5822	10085
732	5828	10074
733	5834	10062
734	5839	10050
735	5845	10038
736	5850	10026
737	5856	10014
738	5863	10004
739	5870	9995
740	5876	9983
741	5886	9980
742	5893	9970
743	5899	9960
744	5906	9949
745	5912	9939
746	5918	9927
747	5924	9915
748	5933	9910
749	5940	9900
750	5946	9890
751	5952	9877
752	5957	9865
753	5963	9854
754	5970	9845
755	5980	9841
756	5986	9829
757	5995	9824
758	6002	9814
759	6010	9806
760	6016	9795
761	6022	9784
762	6030	9777
763	6038	9769
764	6044	9758
765	6050	9747
766	6058	9739
767	6065	9730
768	6072	9720
769	6078	9710
770	6084	9699
771	6091	9688
772	6100	9682
773	6108	9675
774	6114	9665
775	6121	9655
776	6128	9646
777	6134	9635
778	6140	9624
779	6147	9614
780	6153	9605
781	6160	9595
782	6167	9585
783	6172	9573
784	6181	9567
785	6192	9564
786	6199	9555
787	6205	9544
788	6211	9533
789	6217	9522
790	6222	9511
791	6229	9501
792	6235	9490
793	6242	9482
794	6248	9471
795	6255	9461
796	6262	9452
797	6269	9442
798	6274	9431
799	6279	9419
800	6285	9408
801	6290	9396
802	6297	9387
803	6303	9377
804	6309	9366
805	6315	9355
806	6321	9345
807	6327	9335
808	6333	9324
809	6339	9314
810	6345	9303
811	6353	9294
812	6360	9286
813	6372	9285
814	6378	9273
815	6385	9265
816	6392	9255
817	6398	9245
818	6403	9234
819	6410	9225
820	6416	9214
821	6423	9205
822	6429	9194
823	6434	9183
824	6440	9172
825	6446	9162
826	6452	9151
827	6457	9140
828	6464	9130
829	6469	9120
830	6475	9109
831	6483	9101
832	6489	9090
833	6495	9081
834	6501	9070
835	6506	9058
836	6511	9047
837	6518	9038
838	6523	9027
839	6530	9017
840	6536	9008
841	6543	8999
842	6549	8989
843	6555	8979
844	6561	8968
845	6567	8958
846	6573	8948
847	6583	8943
848	6593	8938
849	6600	8929
850	6607	8920
851	6613	8911
852	6620	8902
853	6627	8893
854	6637	8889
855	6650	8887
856	6657	8879
857	6664	8870
858	6670	8860
859	6677	8851
860	6683	8841
861	6689	8831
862	6695	8821
863	6701	8811
864	6709	8804
865	6715	8793
866	6720	8782
867	6727	8773
868	6734	8765
869	6740	8755
870	6746	8745
871	6751	8734
872	6758	8725
873	6763	8714
874	6770	8704
875	6776	8695
876	6782	8685
877	6789	8676
878	6795	8666
879	6801	8656
880	6807	8646
881	6813	8636
882	6824	8633
883	6830	8623
884	6836	8613
885	6846	8607
886	6855	8602
887	6862	8594
888	6869	8585
889	6875	8575
890	6881	8565
891	6887	8555
892	6893	8545
893	6900	8536
894	6909	8530
895	6916	8521
896	6921	8511
897	6927	8501
898	6934	8492
899	6941	8483
900	6947	8474
901	6954	8465
902	6960	8456
903	6969	8449
904	6975	8439
905	6981	8430
906	6987	8421
907	6994	8411
908	6999	8401
909	7006	8391
910	7012	8383
911	7020	8374
912	7028	8368
913	7034	8358
914	7041	8349
915	7049	8342
916	7055	8332
917	7061	8322
918	7067	8313
919	7074	8304
920	7080	8295
921	7091	8291
922	7098	8282
923	7103	8272
924	7109	8262
925	7114	8252
926	7121	8243
927	7127	8233
928	7134	8224
929	7141	8216
930	7148	8207
931	7154	8198
932	7160	8188
933	7166	8179
934	7172	8169
935	7178	8160
936	7183	8149
937	7190	8140
938	7196	8131
939	7201	8121
940	7208	8112
941	7215	8104
942	7222	8095
943	7228	8085
944	7233	8075
945	7239	8065
946	7245	8056
947	7251	8046
948	7258	8038
949	7263	8027
950	7271	8020
951	7278	8012
952	7284	8002
953	7291	7994
954	7296	7984
955	7302	7974
956	7308	7965
957	7314	7956
958	7320	7946
959	7327	7937
960	7334	7930
961	7342	7922
962	7348	7913
963	7355	7904
964	7361	7895
965	7367	7885
966	7373	7876
967	7379	7866
968	7386	7859
969	7393	7851
970	7400	7842
971	7406	7833
972	7412	7824
973	7418	7814
974	7424	7805
975	7430	7795
976	7436	7786
977	7442	7777
978	7448	7767
979	7455	7759
980	7461	7750
981	7467	7741
982	7473	7732
983	7479	7722
984	7485	7713
985	7491	7703
986	7497	7694
987	7503	7685
988	7509	7676
989	7516	7668
990	7522	7659
991	7529	7650
992	7534	7640
993	7540	7631
994	7547	7623
995	7553	7614
996	7559	7604
997	7565	7596
998	7582	7597
999	7589	7589
1000	7597	7581
1001	7604	7573
1002	7610	7565
1003	7617	7556
1004	7623	7547
1005	7629	7538
1006	7635	7529
1007	7646	7525
1008	7658	7522
1009	7665	7514
1010	7671	7504
1011	7678	7495
1012	7688	7491
1013	7707	7494
1014	7713	7485
1015	7720	7477
1016	7726	7468
1017	7732	7459
1018	7739	7450
1019	7758	7453
1020	7765	7446
1021	7771	7437
1022	7776	7427
1023	7785	7420
1024	7803	7423
1025	7811	7415
1026	7817	7406
1027	7823	7397
1028	7831	7389
1029	7837	7380
1030	7846	7374
1031	7852	7365
1032	7858	7356
1033	7864	7347
1034	7871	7338
1035	7877	7330
1036	7883	7321
1037	7889	7311
1038	7902	7308
1039	7909	7301
1040	7915	7291
1041	7921	7282
1042	7928	7274
1043	7935	7266
1044	7960	7274
1045	7966	7265
1046	7972	7256
1047	7978	7247
1048	7984	7238
1049	7996	7234
1050	8005	7228
1051	8013	7220
1052	8023	7215
1053	8029	7206
1054	8037	7199
1055	8043	7190
1056	8049	7181
1057	8054	7171
1058	8060	7162
1059	8066	7153
1060	8072	7144
1061	8080	7137
1062	8087	7128
1063	8097	7123
1064	8105	7116
1065	8111	7107
1066	8117	7098
1067	8123	7088
1068	8129	7080
1069	8139	7074
1070	8147	7067
1071	8154	7059
1072	8160	7049
1073	8166	7040
1074	8172	7032
1075	8179	7024
1076	8186	7015
1077	8191	7006
1078	8199	6998
1079	8206	6990
1080	8212	6981
1081	8219	6973
1082	8225	6964
1083	8232	6956
1084	8238	6947
1085	8244	6938
1086	8250	6929
1087	8256	6920
1088	8264	6913
1089	8270	6904
1090	8276	6896
1091	8282	6887
1092	8288	6878
1093	8295	6870
1094	8302	6861
1095	8308	6853
1096	8315	6844
1097	8322	6836
1098	8328	6828
1099	8335	6819
1100	8341	6811
1101	8348	6803
1102	8354	6794
1103	8360	6785
1104	8366	6776
1105	8374	6769
1106	8382	6761
1107	8387	6752
1108	8395	6744
1109	8401	6736
1110	8407	6727
1111	8414	6719
1112	8420	6710
1113	8427	6702
1114	8434	6694
1115	8441	6686
1116	8449	6679
1117	8455	6670
1118	8463	6663
1119	8468	6654
1120	8475	6645
1121	8480	6636
1122	8487	6628
1123	8494	6620
1124	8501	6612
1125	8507	6603
1126	8514	6595
1127	8520	6587
1128	8527	6579
1129	8533	6570
1130	8539	6561
1131	8545	6552
1132	8551	6543
1133	8558	6535
1134	8565	6527
1135	8573	6520
1136	8581	6513
1137	8587	6504
1138	8593	6495
1139	8599	6487
1140	8604	6478
1141	8610	6469
1142	8617	6461
1143	8623	6452
1144	8630	6444
1145	8636	6436
1146	8643	6427
1147	8648	6418
1148	8655	6410
1149	8660	6401
1150	8667	6393
1151	8673	6384
1152	8679	6375
1153	8685	6367
1154	8692	6359
1155	8699	6351
1156	8706	6343
1157	8712	6334
1158	8718	6326
1159	8724	6317
1160	8731	6309
1161	8741	6303
1162	8747	6295
1163	8754	6287
1164	8761	6279
1165	8768	6271
1166	8775	6263
1167	8786	6258
1168	8792	6250
1169	8798	6241
1170	8804	6232
1171	8810	6224
1172	8817	6216
1173	8825	6209
1174	8836	6204
1175	8844	6197
1176	8850	6188
1177	8856	6180
1178	8862	6171
1179	8868	6163
1180	8881	6159
1181	8891	6153
1182	8897	6144
1183	8903	6136
1184	8909	6127
1185	8916	6119
1186	8927	6114
1187	8933	6106
1188	8941	6098
1189	8947	6089
1190	8954	6082
1191	8971	6081
1192	8977	6072
1193	8985	6065
1194	8991	6057
1195	8997	6048
1196	9003	6039
1197	9009	6031
1198	9015	6023
1199	9022	6014
1200	9028	6006
1201	9033	5997
1202	9039	5988
1203	9049	5982
1204	9055	5974
1205	9063	5967
1206	9070	5959
1207	9076	5951
1208	9083	5942
1209	9089	5934
1210	9095	5926
1211	9113	5925
1212	9121	5918
1213	9129	5910
1214	9135	5902
1215	9143	5894
1216	9148	5886
1217	9162	5882
1218	9170	5875
1219	9176	5866
1220	9185	5860
1221	9194	5853
1222	9200	5845
1223	9207	5837
1224	9213	5829
1225	9220	5821
1226	9227	5812
1227	9234	5805
1228	9240	5796
1229	9245	5788
1230	9258	5783
1231	9265	5775
1232	9271	5767
1233	9276	5758
1234	9282	5749
1235	9289	5742
1236	9297	5734
1237	9312	5732
1238	9322	5726
1239	9329	5717
1240	9335	5709
1241	9342	5701
1242	9349	5694
1243	9367	5692
1244	9380	5688
1245	9391	5682
1246	9403	5678
1247	9421	5676
1248	9468	5693
1249	9482	5689
1250	9488	5680
1251	9495	5673
1252	9508	5668
1253	9514	5659
1254	9521	5652
1255	9527	5643
1256	9533	5635
1257	9542	5628
1258	9560	5627
1259	9566	5618
1260	9572	5610
1261	9578	5601
1262	9584	5593
1263	9590	5584
1264	9597	5576
1265	9603	5568
1266	9610	5559
1267	9615	5551
1268	9622	5542
1269	9628	5534
1270	9634	5525
1271	9639	5517
1272	9648	5510
1273	9659	5504
1274	9665	5496
1275	9672	5488
1276	9682	5482
1277	9688	5473
1278	9710	5474
1279	9717	5466
1280	9724	5458
1281	9730	5449
1282	9737	5442
1283	9750	5437
1284	9757	5429
1285	9763	5420
1286	9771	5413
1287	9778	5405
1288	9790	5400
1289	9811	5400
1290	9823	5395
1291	9835	5389
1292	9847	5384
1293	9861	5380
1294	9866	5371
1295	9872	5363
1296	9880	5355
1297	9887	5347
1298	9905	5345
1299	9911	5337
1300	9917	5328
1301	9923	5320
1302	9930	5312
1303	9939	5305
1304	9948	5298
1305	9956	5290
1306	9962	5282
1307	9968	5273
1308	9975	5265
1309	9981	5257
1310	9989	5250
1311	9997	5242
1312	10003	5234
1313	10010	5226
1314	10017	5218
1315	10026	5211
1316	10032	5203
1317	10042	5196
1318	10049	5188
1319	10055	5180
1320	10066	5174
1321	10074	5166
1322	10082	5159
1323	10089	5151
1324	10097	5143
1325	10105	5136
1326	10110	5127
1327	10117	5119
1328	10124	5111
1329	10130	5103
1330	10138	5095
1331	10146	5088
1332	10154	5080
1333	10160	5072
1334	10167	5064
1335	10174	5056
1336	10181	5048
1337	10188	5040
1338	10194	5032
1339	10201	5024
1340	10208	5016
1341	10214	5008
1342	10220	5000
1343	10228	4992
1344	10234	4983
1345	10250	4980
1346	10256	4972
1347	10262	4963
1348	10269	4956
1349	10276	4947
1350	10289	4942
1351	10300	4936
1352	10307	4928
1353	10313	4920
1354	10318	4911
1355	10325	4903
1356	10330	4895
1357	10337	4886
1358	10344	4879
1359	10351	4871
1360	10358	4863
1361	10364	4855
1362	10371	4846
1363	10376	4838
1364	10395	4835
1365	10402	4827
1366	10409	4820
1367	10416	4812
1368	10423	4804
1369	10429	4796
1370	10444	4791
1371	10452	4784
1372	10458	4776
1373	10464	4767
1374	10471	4759
1375	10477	4751
1376	10488	4745
1377	10493	4736
1378	10498	4727
1379	10505	4719
1380	10511	4711
1381	10517	4703
1382	10525	4695
1383	10547	4694
1384	10553	4686
1385	10560	4678
1386	10566	4669
1387	10571	4661
1388	10576	4652
1389	10584	4645
1390	10594	4638
1391	10601	4630
1392	10607	4622
1393	10614	4614
1394	10620	4605
1395	10627	4598
1396	10641	4593
1397	10648	4585
1398	10656	4578
1399	10663	4569
1400	10670	4562
1401	10677	4554
1402	10683	4546
1403	10690	4538
1404	10697	4530
1405	10703	4522
1406	10710	4514
1407	10718	4506
1408	10723	4498
1409	10731	4490
1410	10743	4484
1411	10749	4476
1412	10756	4468
1413	10763	4460
1414	10768	4452
1415	10776	4444
1416	10787	4438
1417	10796	4431
1418	10804	4423
1419	10811	4415
1420	10817	4407
1421	10823	4399
1422	10844	4397
1423	10850	4389
1424	10857	4381
1425	10870	4375
1426	10885	4370
1427	10894	4363
1428	10902	4356
1429	10909	4348
1430	10915	4340
1431	10922	4332
1432	10943	4330
1433	10949	4321
1434	10956	4313
1435	10964	4306
1436	10970	4297
1437	10979	4291
1438	10986	4283
1439	10993	4275
1440	10999	4266
1441	11005	4258
1442	11012	4250
1443	11018	4242
1444	11035	4238
1445	11043	4231
1446	11049	4222
1447	11055	4214
1448	11061	4206
1449	11068	4198
1450	11079	4191
1451	11092	4186
1452	11101	4179
1453	11110	4172
1454	11116	4163
1455	11124	4156
1456	11132	4148
1457	11138	4140
1458	11145	4132
1459	11153	4125
1460	11159	4116
1461	11166	4109
1462	11172	4100
1463	11181	4093
1464	11187	4085
1465	11194	4077
1466	11200	4069
1467	11206	4061
1468	11219	4055
1469	11233	4050
1470	11240	4042
1471	11247	4034
1472	11253	4026
1473	11259	4017
1474	11264	4009
1475	11286	4006
1476	11292	3998
1477	11298	3990
1478	11304	3982
1479	11309	3973
1480	11315	3965
1481	11326	3958
1482	11332	3950
1483	11339	3942
1484	11346	3935
1485	11353	3927
1486	11362	3919
1487	11371	3912
1488	11381	3905
1489	11388	3898
1490	11396	3890
1491	11403	3882
1492	11410	3874
1493	11418	3867
1494	11428	3860
1495	11435	3852
1496	11442	3844
1497	11448	3836
1498	11454	3828
1499	11463	3821
1500	11472	3813
1501	11484	3807
1502	11491	3799
1503	11497	3791
1504	11503	3783
1505	11510	3775
1506	11519	3768
1507	11534	3763
1508	11539	3754
1509	11546	3747
1510	11552	3738
1511	11559	3730
1512	11580	3727
1513	11587	3719
1514	11594	3711
1515	11600	3703
1516	11607	3695
1517	11618	3689
1518	11634	3684
1519	11641	3676
1520	11647	3668
1521	11661	3662
1522	11671	3655
1523	11678	3647
1524	11684	3639
1525	11691	3631
1526	11697	3623
1527	11704	3615
1528	11711	3607
1529	11719	3600
1530	11726	3592
1531	11733	3584
1532	11739	3576
1533	11746	3568
1534	11753	3560
1535	11759	3552
1536	11778	3547
1537	11784	3539
1538	11790	3531
1539	11797	3523
1540	11803	3515
1541	11812	3508
1542	11823	3501
1543	11831	3494
1544	11838	3486
1545	11844	3478
1546	11850	3470
1547	11857	3462
1548	11868	3455
1549	11874	3447
1550	11882	3439
1551	11891	3432
1552	11897	3424
1553	11905	3416
1554	11912	3409
1555	11919	3401
1556	11927	3393
1557	11934	3385
1558	11940	3377
1559	11948	3369
1560	11954	3361
1561	11962	3354
1562	11971	3347
1563	11978	3339
1564	11983	3330
1565	11991	3323
1566	11998	3315
1567	12005	3307
1568	12020	3301
1569	12027	3294
1570	12033	3286
1571	12045	3279
1572	12051	3271
1573	12064	3265
1574	12075	3258
1575	12081	3250
1576	12087	3242
1577	12094	3234
1578	12100	3226
1579	12122	3222
1580	12128	3214
1581	12136	3206
1582	12142	3198
1583	12149	3190
1584	12157	3183
1585	12163	3175
1586	12169	3167
1587	12176	3159
1588	12183	3151
1589	12188	3143
1590	12195	3135
1591	12202	3127
1592	12209	3119
1593	12219	3112
1594	12226	3104
1595	12233	3096
1596	12243	3089
1597	12253	3082
1598	12261	3075
1599	12267	3066
1600	12274	3059
1601	12280	3050
1602	12286	3042
1603	12293	3035
1604	12299	3026
1605	12305	3018
1606	12312	3011
1607	12320	3003
1608	12327	2995
1609	12334	2987
1610	12341	2979
1611	12347	2971
1612	12365	2966
1613	12374	2959
1614	12381	2951
1615	12388	2943
1616	12394	2935
1617	12414	2930
1618	12421	2923
1619	12428	2915
1620	12436	2907
1621	12442	2899
1622	12459	2894
1623	12466	2886
1624	12472	2878
1625	12478	2870
1626	12486	2862
1627	12492	2854
1628	12499	2846
1629	12508	2839
1630	12516	2831
1631	12523	2823
1632	12530	2816
1633	12541	2809
1634	12555	2802
1635	12563	2795
1636	12570	2787
1637	12577	2779
1638	12584	2771
1639	12590	2763
1640	12599	2756
1641	12609	2749
1642	12623	2742
1643	12631	2735
1644	12640	2727
1645	12657	2722
1646	12665	2714
1647	12672	2706
1648	12687	2700
1649	12697	2693
1650	12705	2685
1651	12712	2677
1652	12719	2670
1653	12726	2662
1654	12733	2654
1655	12740	2646
1656	12756	2640
1657	12769	2633
1658	12777	2626
1659	12784	2618
1660	12791	2610
1661	12809	2604
1662	12815	2597
1663	12823	2589
1664	12829	2581
1665	12836	2573
1666	12849	2566
1667	12858	2559
1668	12866	2551
1669	12874	2544
1670	12881	2536
1671	12888	2528
1672	12895	2520
1673	12902	2512
1674	12914	2505
1675	12921	2498
1676	12931	2490
1677	12939	2483
