iter	RMSE
546	3.782475144
547	3.779246711
548	3.774753215
549	3.770074016
550	3.767364562
551	3.765318723
552	3.762117938
553	3.759996044
554	3.756817118
555	3.75366931
556	3.751482081
557	3.749153813
558	3.74667657
559	3.744122438
560	3.739484743
561	3.736708104
562	3.733307923
563	3.731343413
564	3.7295619
565	3.727653894
566	3.725164219
567	3.722891408
568	3.720481209
569	3.714875332
570	3.711277062
571	3.709019305
572	3.707206594
573	3.704997263
574	3.702823076
575	3.69950535
576	3.697913653
577	3.69300364
578	3.690713564
579	3.68665951
580	3.684568058
581	3.682343308
582	3.680842842
583	3.674286785
584	3.672152129
585	3.669685436
586	3.667375208
587	3.66208751
588	3.659177168
589	3.656708174
590	3.654466242
591	3.651318361
592	3.649263298
593	3.646883278
594	3.64368206
595	3.641452344
596	3.638837424
597	3.636463674
598	3.634973461
599	3.633078052
600	3.628584799
601	3.626462178
602	3.62366474
603	3.620922378
604	3.619374813
605	3.617687821
606	3.615219246
607	3.610911894
608	3.607159887
609	3.603630915
610	3.601505391
611	3.599133974
612	3.596046125
613	3.593686296
614	3.59101364
615	3.587875132
616	3.585419251
617	3.58320526
618	3.579737833
619	3.577711015
620	3.573879773
621	3.570015716
622	3.568372093
623	3.565422955
624	3.56431126
625	3.562438135
626	3.559605995
627	3.556357378
628	3.548423311
629	3.54592911
630	3.543375916
631	3.541528948
632	3.535167772
633	3.532621347
634	3.530185364
635	3.528830304
636	3.527043596
637	3.524844786
638	3.522034658
639	3.519515645
640	3.516465084
641	3.514188994
642	3.508973574
643	3.506031054
644	3.503246267
645	3.500450481
646	3.497419662
647	3.495512208
648	3.493133855
649	3.490823052
650	3.4886089
651	3.486472097
652	3.484757774
653	3.482147086
654	3.480426249
655	3.477968338
656	3.470812202
657	3.468398594
658	3.466097417
659	3.462971524
660	3.460904109
661	3.458931138
662	3.456999462
663	3.455325849
664	3.453030014
665	3.451087007
666	3.449014621
667	3.446195097
668	3.444133986
669	3.442019453
670	3.440195071
671	3.438003839
672	3.435777117
673	3.433782525
674	3.432324741
675	3.430118361
676	3.428815672
677	3.424172166
678	3.42307709
679	3.421319296
680	3.414773927
681	3.413023977
682	3.411551561
683	3.409845034
684	3.409005085
685	3.407546417
686	3.406167983
687	3.403115958
688	3.401459407
689	3.400200631
690	3.398183466
691	3.39647472
692	3.394808138
693	3.393632547
694	3.391236843
695	3.387555898
696	3.384788126
697	3.38269965
698	3.381050446
699	3.379385245
700	3.377364156
701	3.375149632
702	3.373704668
703	3.366940446
704	3.365746679
705	3.36239867
706	3.360100792
707	3.358882673
708	3.357007676
709	3.35346497
710	3.351234808
711	3.349654051
712	3.347327977
713	3.345972639
714	3.344292718
715	3.342434994
716	3.340654904
717	3.339505502
718	3.337931985
719	3.335914124
720	3.334887865
721	3.333077071
722	3.331850928
723	3.330245508
724	3.328573923
725	3.326918586
726	3.325351966
727	3.324087088
728	3.322503535
729	3.319415708
730	3.317603728
731	3.315653008
732	3.314201132
733	3.313009439
734	3.311777696
735	3.310482924
736	3.308541095
737	3.302609617
738	3.299469425
739	3.293084528
740	3.291630457
741	3.289564923
742	3.287447382
743	3.28505904
744	3.283145607
745	3.281715798
746	3.280343304
747	3.277604973
748	3.275604408
749	3.273688114
750	3.271671574
751	3.270648427
752	3.269388711
753	3.265880275
754	3.263121206
755	3.261814776
756	3.259470123
757	3.256819798
758	3.251150248
759	3.249659043
760	3.247744466
761	3.246665815
762	3.244555387
763	3.242532915
764	3.240741231
765	3.239170669
766	3.237468682
767	3.235694725
768	3.234382261
769	3.231360094
770	3.225792232
771	3.222129229
772	3.220777556
773	3.218467597
774	3.216931281
775	3.212278775
776	3.209902201
777	3.209219697
778	3.207027472
779	3.205241488
780	3.202362747
781	3.200359673
782	3.199295051
783	3.198094009
784	3.196035517
785	3.191178503
786	3.189675704
787	3.18750993
788	3.186134484
789	3.184827849
790	3.183394577
791	3.181467052
792	3.176538905
793	3.173317412
794	3.172204855
795	3.170235866
796	3.168472261
797	3.166335449
798	3.165353022
799	3.164070996
800	3.162748274
801	3.161464021
802	3.160134618
803	3.158386599
804	3.156833528
805	3.15598178
806	3.154689199
807	3.152917201
808	3.151283872
809	3.14992975
810	3.148687464
811	3.146977063
812	3.142125966
813	3.137956936
814	3.137270011
815	3.135919365
816	3.133358182
817	3.131276971
818	3.13053474
819	3.12853866
820	3.127473411
821	3.12667301
822	3.125580832
823	3.124060898
824	3.122687313
825	3.120928161
826	3.119848744
827	3.117988564
828	3.115560572
829	3.110988194
830	3.109340074
831	3.108060636
832	3.104356439
833	3.102301897
834	3.100789791
835	3.099622537
836	3.097901476
837	3.096478014
838	3.09473249
839	3.092639908
840	3.091374645
841	3.089718364
842	3.08825129
843	3.086575387
844	3.085387926
845	3.084555841
846	3.082087791
847	3.080799814
848	3.077242863
849	3.074819008
850	3.072935492
851	3.071653375
852	3.068363578
853	3.066331124
854	3.064793584
855	3.063353879
856	3.062060282
857	3.060476212
858	3.058922513
859	3.057844996
860	3.056496315
861	3.054689888
862	3.053018015
863	3.051850747
864	3.049577439
865	3.048647825
866	3.046925986
867	3.045096752
868	3.043793771
869	3.042585108
870	3.041174507
871	3.040537112
872	3.039483834
873	3.038232108
874	3.037147603
875	3.035699554
876	3.034320413
877	3.03331195
878	3.032395231
879	3.031089095
880	3.027979459
881	3.026902893
882	3.024544025
883	3.023357742
884	3.021837568
885	3.017518654
886	3.016608329
887	3.015699352
888	3.012980671
889	3.012057221
890	3.010608871
891	3.008150856
892	3.005849609
893	3.004343646
894	3.002542216
895	3.000760453
896	2.999409659
897	2.998289183
898	2.996777347
899	2.99574781
900	2.993055239
901	2.991676745
902	2.990716593
903	2.988543675
904	2.987131135
905	2.983551531
906	2.981013558
907	2.979228738
908	2.978395738
909	2.977257732
910	2.976598502
911	2.97546934
912	2.973514381
913	2.971980581
914	2.970648319
915	2.969119679
916	2.968230712
917	2.967012509
918	2.96608791
919	2.964522934
920	2.963215702
921	2.961668933
922	2.960312496
923	2.959410471
924	2.958537995
925	2.957651891
926	2.956005842
927	2.955201678
928	2.953975497
929	2.952411355
930	2.949572913
931	2.948589344
932	2.947189224
933	2.946133507
934	2.945035259
935	2.94218479
936	2.941031031
937	2.93968937
938	2.937920446
939	2.936306504
940	2.934979623
941	2.933343825
942	2.932134335
943	2.929969797
944	2.929219797
945	2.928078903
946	2.926561964
947	2.925781005
948	2.92435176
949	2.922719533
950	2.921542785
951	2.919568919
952	2.918385568
953	2.917518527
954	2.916242407
955	2.915510718
956	2.914233533
957	2.91302918
958	2.911838222
959	2.910369247
960	2.908663834
961	2.907836971
962	2.906152686
963	2.905207885
964	2.903632699
965	2.902728334
966	2.901205005
967	2.89973029
968	2.898401035
969	2.896190714
970	2.894728701
971	2.893871135
972	2.893027767
973	2.892190561
974	2.89106244
975	2.889633416
976	2.888525894
977	2.886544544
978	2.885184882
979	2.88412319
980	2.883241817
981	2.88172445
982	2.880678978
983	2.879473455
984	2.878307505
985	2.877423952
986	2.876322828
987	2.874475029
988	2.872216988
989	2.870535199
990	2.868913155
991	2.868016634
992	2.867005759
993	2.865657576
994	2.863925426
995	2.862601097
996	2.861599268
997	2.860607514
998	2.857739943
999	2.856304457
1000	2.85450225
1001	2.853338833
1002	2.852421946
1003	2.851247229
1004	2.849830362
1005	2.849000963
1006	2.847573908
1007	2.846957573
1008	2.84543235
1009	2.844035194
1010	2.842756652
1011	2.841521482
1012	2.840493779
1013	2.839284033
1014	2.838301399
1015	2.837292049
1016	2.835918591
1017	2.83498924
1018	2.833734697
1019	2.833191462
1020	2.832138956
1021	2.83123736
1022	2.830550495
1023	2.829298252
1024	2.827684948
1025	2.826861831
1026	2.825728896
1027	2.824400057
1028	2.822397651
1029	2.820771031
1030	2.819314824
1031	2.818157125
1032	2.817393476
1033	2.816420618
1034	2.815464856
1035	2.814513576
1036	2.814043529
1037	2.813457541
1038	2.812569502
1039	2.81077849
1040	2.810236004
1041	2.809151634
1042	2.80807224
1043	2.806651873
1044	2.805356926
1045	2.804213545
1046	2.803518554
1047	2.802483606
1048	2.80151005
1049	2.800851077
1050	2.799946524
1051	2.798829356
1052	2.797772127
1053	2.796788955
1054	2.796308534
1055	2.795207597
1056	2.794150339
1057	2.793583753
1058	2.792443744
1059	2.791334739
1060	2.79059381
1061	2.789784383
1062	2.787861807
1063	2.787130609
1064	2.785857732
1065	2.784779439
1066	2.784063022
1067	2.783326185
1068	2.782238024
1069	2.781730951
1070	2.780691257
1071	2.780020818
1072	2.779436882
1073	2.776576179
1074	2.775664721
1075	2.774999096
1076	2.774061846
1077	2.773290141
1078	2.771686404
1079	2.770672331
1080	2.769604767
1081	2.768811789
1082	2.766085179
1083	2.764796928
1084	2.762272563
1085	2.761221858
1086	2.759281204
1087	2.758304858
1088	2.756959738
1089	2.756162215
1090	2.755079209
1091	2.754241234
1092	2.752893913
1093	2.751805074
1094	2.750641197
1095	2.749548052
1096	2.748447143
1097	2.747556358
1098	2.746920068
1099	2.745729661
1100	2.743288195
1101	2.741235498
1102	2.740350001
1103	2.739435163
1104	2.73826537
1105	2.737308166
1106	2.735803768
1107	2.735370739
1108	2.73403331
1109	2.732774536
1110	2.731819961
1111	2.731156702
1112	2.730099323
1113	2.728706855
1114	2.727904928
1115	2.727056766
1116	2.725611452
1117	2.724483579
1118	2.723185477
1119	2.722542132
1120	2.721898841
1121	2.721412095
1122	2.720487944
1123	2.719311128
1124	2.717864301
1125	2.717032047
1126	2.715588856
1127	2.714753408
1128	2.71408842
1129	2.713113454
1130	2.712574895
1131	2.71163303
1132	2.710525443
1133	2.707099306
1134	2.706208111
1135	2.705303149
1136	2.70485567
1137	2.704189247
1138	2.703537143
1139	2.702743261
1140	2.701826481
1141	2.701000443
1142	2.699795781
1143	2.698546993
1144	2.697262292
1145	2.696123026
1146	2.695252279
1147	2.693574183
1148	2.692237837
1149	2.691074585
1150	2.690145933
1151	2.689309811
1152	2.68603177
1153	2.685427062
1154	2.684689783
1155	2.682894509
1156	2.681126093
1157	2.680032706
1158	2.677565725
1159	2.675230215
1160	2.674271263
1161	2.673661836
1162	2.672415512
1163	2.671904656
1164	2.670947404
1165	2.670001687
1166	2.669264373
1167	2.668456864
1168	2.66758705
1169	2.666851166
1170	2.665866015
1171	2.665011119
1172	2.663871842
1173	2.662736688
1174	2.661894201
1175	2.660979278
1176	2.659809646
1177	2.659047538
1178	2.658424026
1179	2.657434663
1180	2.656288799
1181	2.655586912
1182	2.654590831
1183	2.653918741
1184	2.653164816
1185	2.651971778
1186	2.650833761
1187	2.650015812
1188	2.649356522
1189	2.648725257
1190	2.646920645
1191	2.645741473
1192	2.645034867
1193	2.643705148
1194	2.643040173
1195	2.641788005
1196	2.640909544
1197	2.640148684
1198	2.639414373
1199	2.638414257
1200	2.637585748
1201	2.635155521
1202	2.634451793
1203	2.633402304
1204	2.632770895
1205	2.632299689
1206	2.631619325
1207	2.630782153
1208	2.629810656
1209	2.629011228
1210	2.628434928
1211	2.627603526
1212	2.626832994
1213	2.625254334
1214	2.62426329
1215	2.623622719
1216	2.622682743
1217	2.620165714
1218	2.619193364
1219	2.618296382
1220	2.617586118
1221	2.616448368
1222	2.615157372
1223	2.613919921
1224	2.613385475
1225	2.612647621
1226	2.611577386
1227	2.610580976
1228	2.609359104
1229	2.60852334
1230	2.607337294
1231	2.606237163
1232	2.605713464
1233	2.604719344
1234	2.604191184
1235	2.602822412
1236	2.601909139
1237	2.601174638
1238	2.599694514
1239	2.598367227
1240	2.598051011
1241	2.597402812
1242	2.596428569
1243	2.594959472
1244	2.593637689
1245	2.59330386
1246	2.59277612
1247	2.592101814
1248	2.591524199
1249	2.590964023
1250	2.59017596
1251	2.589240924
1252	2.5877727
1253	2.587163015
1254	2.585271214
1255	2.584835184
1256	2.584245442
1257	2.583806348
1258	2.582730178
1259	2.582038648
1260	2.581468028
1261	2.580937274
1262	2.580308318
1263	2.579942891
1264	2.579116571
1265	2.578031754
1266	2.577267379
1267	2.576654152
1268	2.57585444
1269	2.57446629
1270	2.572160037
1271	2.571440932
1272	2.570508607
1273	2.570034309
1274	2.568991543
1275	2.568365789
1276	2.567367004
1277	2.565457512
1278	2.564911521
1279	2.564527504
1280	2.563538147
1281	2.562653763
1282	2.561959083
1283	2.561390845
1284	2.560648621
1285	2.560144311
1286	2.559441672
1287	2.558606828
1288	2.557792536
1289	2.556968834
1290	2.556146972
1291	2.554837193
1292	2.553777848
1293	2.551746854
1294	2.551218065
1295	2.550606297
1296	2.549750188
1297	2.549046193
1298	2.548286544
1299	2.547494511
1300	2.546230727
1301	2.545766117
1302	2.544814967
1303	2.544194226
1304	2.543484072
1305	2.542486477
1306	2.541740339
1307	2.541003106
1308	2.540405221
1309	2.538571746
1310	2.537754527
1311	2.537187792
1312	2.53649179
1313	2.535328668
1314	2.534423267
1315	2.533330935
1316	2.532661324
1317	2.530781349
1318	2.530223335
1319	2.529608392
1320	2.528954613
1321	2.528362697
1322	2.527420433
1323	2.526172706
1324	2.525013734
1325	2.52406031
1326	2.523558309
1327	2.522682369
1328	2.521665864
1329	2.519716256
1330	2.518565832
1331	2.517721563
1332	2.517311698
1333	2.51646681
1334	2.515688735
1335	2.514398157
1336	2.513616252
1337	2.512786889
1338	2.511954907
1339	2.511451398
1340	2.510811726
1341	2.510326726
1342	2.509529241
1343	2.509009603
1344	2.50861455
1345	2.50762143
1346	2.506857205
1347	2.506369948
1348	2.505214744
1349	2.504181159
1350	2.503411423
1351	2.502792244
1352	2.501705609
1353	2.501214679
1354	2.499545273
1355	2.498910532
1356	2.498160842
1357	2.49754562
1358	2.496852329
1359	2.495599823
1360	2.494938338
1361	2.494317018
1362	2.493675059
1363	2.49317625
1364	2.491683995
1365	2.491328318
1366	2.490691269
1367	2.48985657
1368	2.48883194
1369	2.488077151
1370	2.48734604
1371	2.486409556
1372	2.485784394
1373	2.485504535
1374	2.484907512
1375	2.48342945
1376	2.48226024
1377	2.481908073
1378	2.481429888
1379	2.480531652
1380	2.479883228
1381	2.479243514
1382	2.478254826
1383	2.477807358
1384	2.477452996
1385	2.476898262
1386	2.476543908
1387	2.476210214
1388	2.47580168
1389	2.474725808
1390	2.473622383
1391	2.472803965
1392	2.472237568
1393	2.471566253
1394	2.470899871
1395	2.469930985
1396	2.469221102
1397	2.468520869
1398	2.467615136
1399	2.466986555
1400	2.465867656
1401	2.465377655
1402	2.464368846
1403	2.463664844
1404	2.462727382
1405	2.462148672
1406	2.461542176
1407	2.460779065
1408	2.460217252
1409	2.459478188
1410	2.45889134
1411	2.458365852
1412	2.457800789
1413	2.457085619
1414	2.456522229
1415	2.454966731
1416	2.45429584
1417	2.453837204
1418	2.453107999
1419	2.452435627
1420	2.451518089
1421	2.450394388
1422	2.449491334
1423	2.44903523
1424	2.448565585
1425	2.448085765
1426	2.447393857
1427	2.44692432
1428	2.446095856
1429	2.44533955
1430	2.444693861
1431	2.444201942
1432	2.443388316
1433	2.441972468
1434	2.44141287
1435	2.440854259
1436	2.439695927
1437	2.438705321
1438	2.437406689
1439	2.436814971
1440	2.436378375
1441	2.435781633
1442	2.434922726
1443	2.434062313
1444	2.433503668
1445	2.432772491
1446	2.431845405
1447	2.431383626
1448	2.430864654
1449	2.430304141
1450	2.428056795
1451	2.427777342
1452	2.42693529
1453	2.426225381
1454	2.425589311
1455	2.425252814
1456	2.42484585
1457	2.424093466
1458	2.423467857
1459	2.422468841
1460	2.420949878
1461	2.42031991
1462	2.41989681
1463	2.419058307
1464	2.418643254
1465	2.417957588
1466	2.417694071
1467	2.417119678
1468	2.415412476
1469	2.414869434
1470	2.414217895
1471	2.413620632
1472	2.413185151
1473	2.411156891
1474	2.410709369
1475	2.410147801
1476	2.409507466
1477	2.408847983
1478	2.408203506
1479	2.407820604
1480	2.407160112
1481	2.405374347
1482	2.404953378
1483	2.404579685
1484	2.403880327
1485	2.403238404
1486	2.402634824
1487	2.401713044
1488	2.400631941
1489	2.399906931
1490	2.399280215
1491	2.398596326
1492	2.397817438
1493	2.397264027
1494	2.39603475
1495	2.39539042
1496	2.394796364
1497	2.394193423
1498	2.39364598
1499	2.393100343
1500	2.392453165
1501	2.391649353
1502	2.390301143
1503	2.389607511
1504	2.389102892
1505	2.387916115
1506	2.387019908
1507	2.386437253
1508	2.385891588
1509	2.385278477
1510	2.384823771
1511	2.384170911
1512	2.383528623
1513	2.382978093
1514	2.382022286
1515	2.381646909
1516	2.380935801
1517	2.37995561
1518	2.379353887
1519	2.378454292
1520	2.377557432
1521	2.376578798
1522	2.375939708
1523	2.375377427
1524	2.374837075
1525	2.374312043
1526	2.373733782
1527	2.372940278
1528	2.372212157
1529	2.371606765
1530	2.370994217
1531	2.370578113
1532	2.37001851
1533	2.368333268
1534	2.367902958
1535	2.367487787
1536	2.367090722
1537	2.365991664
1538	2.364885008
1539	2.363544033
1540	2.362500019
1541	2.361927071
1542	2.361596333
1543	2.360864991
1544	2.360017007
1545	2.359471993
1546	2.358860999
1547	2.358497173
1548	2.357853911
1549	2.357132239
1550	2.356021162
1551	2.355638936
1552	2.35482689
1553	2.354451353
1554	2.354117354
1555	2.353762282
1556	2.353239796
1557	2.352634042
1558	2.351876782
1559	2.35043707
1560	2.349704838
1561	2.349085147
1562	2.348696942
1563	2.34677448
1564	2.34649385
1565	2.345752868
1566	2.345132876
1567	2.344437085
1568	2.343854046
1569	2.343252872
1570	2.34271274
1571	2.342133816
1572	2.341463185
1573	2.340876528
1574	2.340164862
1575	2.339575975
1576	2.339083869
1577	2.338693793
1578	2.338257034
1579	2.337396962
1580	2.336907943
1581	2.336330978
1582	2.335695245
1583	2.3350868
1584	2.334558977
1585	2.334293163
1586	2.333807726
1587	2.333312903
1588	2.332603615
1589	2.33224078
1590	2.331598467
1591	2.331047052
1592	2.330639399
1593	2.330125865
1594	2.329663848
1595	2.329153487
1596	2.328693708
1597	2.328123164
1598	2.327866174
1599	2.327378852
1600	2.326680151
1601	2.326171763
1602	2.324343114
1603	2.323762002
1604	2.323405817
1605	2.322969174
1606	2.32245994
1607	2.322026385
1608	2.321476048
1609	2.320852482
1610	2.320069613
1611	2.319676715
1612	2.319273519
1613	2.318575775
1614	2.317619893
1615	2.31732589
1616	2.316746898
1617	2.31619796
1618	2.31570188
1619	2.314978115
1620	2.314459685
1621	2.313460942
1622	2.313036148
1623	2.312592656
1624	2.311857853
1625	2.311286766
1626	2.310787148
1627	2.310335919
1628	2.309763662
1629	2.309112832
1630	2.308837636
1631	2.308271649
1632	2.307608068
1633	2.307260211
1634	2.306804509
1635	2.306056822
1636	2.305100673
1637	2.304242738
1638	2.30351054
1639	2.30307481
1640	2.302659723
1641	2.302343831
1642	2.302052849
1643	2.301181196
1644	2.300655564
1645	2.300058779
1646	2.299693691
1647	2.299253662
1648	2.298636004
1649	2.298032062
1650	2.297145736
1651	2.296589786
1652	2.295563933
1653	2.295250532
1654	2.294577875
1655	2.293630338
1656	2.293139222
1657	2.292808075
1658	2.292292099
1659	2.291739832
1660	2.291135581
1661	2.290567704
1662	2.289894644
1663	2.289175654
