iter	RMSE
1664	2.287232317
1665	2.286361554
1666	2.285915924
1667	2.285582916
1668	2.284787617
1669	2.283915322
1670	2.283429837
1671	2.282758629
1672	2.282087418
1673	2.281518397
1674	2.280938265
1675	2.280414895
1676	2.279719127
1677	2.279193052
1678	2.278827595
1679	2.278350127
1680	2.277908872
1681	2.277482786
1682	2.277081109
1683	2.276722763
1684	2.276177952
1685	2.274328716
1686	2.273815467
1687	2.273235745
1688	2.272977578
1689	2.272492049
1690	2.272007875
1691	2.27151569
1692	2.270968362
1693	2.270453122
1694	2.270093214
1695	2.269577569
1696	2.26897199
1697	2.268328975
1698	2.267993857
1699	2.267519618
1700	2.267061725
1701	2.266632718
1702	2.265248696
1703	2.26434121
1704	2.263406538
1705	2.262967065
1706	2.26242589
1707	2.26198868
1708	2.261483852
1709	2.261028486
1710	2.260515449
1711	2.260242356
1712	2.259471073
1713	2.258946412
1714	2.258477388
1715	2.258152762
1716	2.257494737
1717	2.257152441
1718	2.25662177
1719	2.255772241
1720	2.255260918
1721	2.254863797
1722	2.254392941
1723	2.253889679
1724	2.253267549
1725	2.252790428
1726	2.252258805
1727	2.251900921
1728	2.251473472
1729	2.25092547
1730	2.250542128
1731	2.249848884
1732	2.249436407
1733	2.249056601
1734	2.248306808
1735	2.247832992
1736	2.247313039
1737	2.24652446
1738	2.245686606
1739	2.245148781
1740	2.244715871
1741	2.244209077
1742	2.243585273
1743	2.242869141
1744	2.242517106
1745	2.242010892
1746	2.241534434
1747	2.241047913
1748	2.240188646
1749	2.239636214
1750	2.238988483
1751	2.238450786
1752	2.237127325
1753	2.236259888
1754	2.235819808
1755	2.235035531
1756	2.233449355
1757	2.232851401
1758	2.232422683
1759	2.23146947
1760	2.231022912
1761	2.230219039
1762	2.229791723
1763	2.229352807
1764	2.229012657
1765	2.228556922
1766	2.228106902
1767	2.2272358
1768	2.226817253
1769	2.225828256
1770	2.225212481
1771	2.224580406
1772	2.223935415
1773	2.223386894
1774	2.222875695
1775	2.222337167
1776	2.222084485
1777	2.221696384
1778	2.221211251
1779	2.220530652
1780	2.220112246
1781	2.219817858
1782	2.2193915
1783	2.218897955
1784	2.218416371
1785	2.217943289
1786	2.217375824
1787	2.216955213
1788	2.216500837
1789	2.216148554
1790	2.215438079
1791	2.215112235
1792	2.21474502
1793	2.214339126
1794	2.213401429
1795	2.212992124
1796	2.211651962
1797	2.211240884
1798	2.210597786
1799	2.209740183
1800	2.209418976
1801	2.208937125
1802	2.208514945
1803	2.207932519
1804	2.207539214
1805	2.206892321
1806	2.206589175
1807	2.206228182
1808	2.205658141
1809	2.204491322
1810	2.204266606
1811	2.203655659
1812	2.202937026
1813	2.202492001
1814	2.20170784
1815	2.201303918
1816	2.200288184
1817	2.199700903
1818	2.199486608
1819	2.19914257
1820	2.198759531
1821	2.198299045
1822	2.197960036
1823	2.197336206
1824	2.196887241
1825	2.196574615
1826	2.196290163
1827	2.195542499
1828	2.194583663
1829	2.19410159
1830	2.193947964
1831	2.19352942
1832	2.19309204
1833	2.192281796
1834	2.19169446
1835	2.191377962
1836	2.191076822
1837	2.190843822
1838	2.190154212
1839	2.189780279
1840	2.189251928
1841	2.188774343
1842	2.188239129
1843	2.187951681
1844	2.1876085
1845	2.186407475
1846	2.185901419
1847	2.185656685
1848	2.18518449
1849	2.18471255
1850	2.184371118
1851	2.183622545
1852	2.183341772
1853	2.182921677
1854	2.182200919
1855	2.18175498
1856	2.181080474
1857	2.180623975
1858	2.180333
1859	2.179901326
1860	2.179476629
1861	2.178546161
1862	2.178009037
1863	2.177346469
1864	2.176846687
1865	2.176576848
1866	2.176232671
1867	2.17586645
1868	2.175636266
1869	2.17515599
1870	2.174205547
1871	2.173654061
1872	2.172897552
1873	2.172437848
1874	2.171837921
1875	2.171319242
1876	2.170942734
1877	2.170593954
1878	2.170098308
1879	2.169565762
1880	2.169178471
1881	2.168642327
1882	2.168310038
1883	2.167958223
1884	2.167677659
1885	2.167357554
1886	2.167026771
1887	2.166734029
1888	2.166256748
1889	2.165797446
1890	2.165263543
1891	2.164198874
1892	2.163947079
1893	2.163450685
1894	2.163031911
1895	2.16279781
1896	2.162539271
1897	2.162090911
1898	2.161732056
1899	2.161378172
1900	2.160598168
1901	2.160105684
1902	2.159741164
1903	2.159172031
1904	2.15881894
1905	2.158331127
1906	2.158067989
1907	2.157746638
1908	2.157389848
1909	2.157046992
1910	2.1565227
1911	2.155889309
1912	2.155406383
1913	2.154965098
1914	2.154290117
1915	2.153803339
1916	2.1532497
1917	2.152750062
1918	2.152282517
1919	2.152004116
1920	2.151695328
1921	2.150981995
1922	2.150625518
1923	2.150141125
1924	2.149560577
1925	2.14922936
1926	2.148641189
1927	2.148374128
1928	2.148001948
1929	2.147385264
1930	2.146921671
1931	2.146416174
1932	2.145943661
1933	2.145548266
1934	2.145027693
1935	2.144765081
1936	2.144236574
1937	2.143759489
1938	2.142944666
1939	2.142379916
1940	2.142180961
1941	2.141823354
1942	2.14142804
1943	2.140409191
1944	2.140041848
1945	2.13969877
1946	2.138838767
1947	2.138347101
1948	2.137944533
1949	2.137733066
1950	2.137297353
1951	2.13658103
1952	2.135979747
1953	2.135760722
1954	2.135404397
1955	2.134635592
1956	2.134149486
1957	2.132766078
1958	2.132254197
1959	2.131809353
1960	2.13139127
1961	2.131012696
1962	2.130692074
1963	2.130228582
1964	2.12983158
1965	2.129293486
1966	2.128957425
1967	2.128619852
1968	2.127855449
1969	2.127555663
1970	2.127297034
1971	2.126464909
1972	2.125994125
1973	2.125650126
1974	2.125239983
1975	2.124898952
1976	2.124079637
1977	2.123260395
1978	2.122644286
1979	2.122272785
1980	2.122057843
1981	2.121781398
1982	2.121020255
1983	2.120677375
1984	2.120440048
1985	2.120061381
1986	2.119683469
1987	2.119223401
1988	2.118944629
1989	2.118518786
1990	2.118134245
1991	2.117920757
1992	2.117634913
1993	2.117293186
1994	2.116979859
1995	2.116770582
1996	2.116378247
1997	2.116062386
1998	2.115804346
1999	2.115390531
